'Player';'Nationality';'Pos';'Club';'Age';'Born';'MP';'Starts';'Min';'90s';'Goals';'Assists';'G+A';'CrdYellow';'CrdRed';'xG';'xAG';;''Age'';''Born'';''MP'';''Starts'';''Min'';''90s'';''Goals'';''Assists'';''G+A'';''CrdYellow'';''CrdRed'';''xG'';''xAG''
'Owen Wijndal';'NED';'DF';'Ajax';22;1999;2;1;76;0.8;0;1;1;0;0;0;0.2;;''Owen Wijndal'';''NED'';''DF'';''Ajax'';;;;;;;;;
'Josh Wilson-Esbrand';'ENG';'DF';'Manchester City';19;2002;2;0;46;0.5;0;0;0;0;0;0;0;;''Josh Wilson-Esbrand'';''ENG'';''DF'';''Manchester City'';;;;;;;;;
'Axel Witsel';'BEL';'DF,MF';'Atletico Madrid';33;1989;6;5;462;5.1;0;1;1;0;0;0.1;0.4;;''Axel Witsel'';''BEL'';''DF,MF'';''Atletico Madrid'';;;;;;;;;
'Maximilian Woeber';'AUT';'DF';'RB Salzburg';24;1998;3;2;165;1.8;0;1;1;0;0;0.1;0.7;;''Maximilian Woeber'';''AUT'';''DF'';''RB Salzburg'';;;;;;;;;
'Marius Wolf';'GER';'DF';'Dortmund';27;1995;4;2;176;2;0;0;0;1;0;0.3;0.1;;''Marius Wolf'';''GER'';''DF'';''Dortmund'';;;;;;;;;
'Scott Wright';'SCO';'FW,MF';'Rangers';24;1997;4;2;136;1.5;0;0;0;0;0;0;0.2;;''Scott Wright'';''SCO'';''FW,MF'';''Rangers'';;;;;;;;;
'Roman Yaremchuk';'UKR';'FW';'Club Brugge';26;1995;4;1;112;1.2;0;0;0;1;0;0.5;0;;''Roman Yaremchuk'';''UKR'';''FW'';''Club Brugge'';;;;;;;;;
'Ridvan Yilmaz';'TUR';'DF';'Rangers';21;2001;1;1;90;1;0;0;0;0;0;0;0;;''Ridvan Yilmaz'';''TUR'';''DF'';''Rangers'';;;;;;;;;
'Warren Zaire-Emery';'FRA';'MF';'Paris S-G';16;2006;3;1;83;0.9;0;0;0;0;0;0;0.1;;''Warren Zaire-Emery'';''FRA'';''MF'';''Paris S-G'';;;;;;;;;
'Denis Zakaria';'SUI';'MF';'Chelsea';25;1996;2;1;74;0.8;1;0;1;0;0;0.1;0.1;;''Denis Zakaria'';''SUI'';''MF'';''Chelsea'';;;;;;;;;
'Andre-Frank Zambo Anguissa';'CMR';'MF';'Napoli';26;1995;8;8;650;7.2;1;3;4;2;1;0.8;1.3;;''Andre-Frank Zambo Anguissa'';''CMR'';''MF'';''Napoli'';;;;;;;;;
'Alessandro Zanoli';'ITA';'DF';'Napoli';21;2000;2;0;12;0.1;0;0;0;0;0;0;0.1;;''Alessandro Zanoli'';''ITA'';''DF'';''Napoli'';;;;;;;;;
'Zeca';'GRE';'MF';'FC Copenhagen';33;1988;2;2;161;1.8;0;0;0;0;0;0;0;;''Zeca'';''GRE'';''MF'';''FC Copenhagen'';;;;;;;;;
'Alessio Zerbin';'ITA';'FW';'Napoli';23;1999;3;0;56;0.6;0;0;0;0;0;0.2;0.2;;''Alessio Zerbin'';''ITA'';''FW'';''Napoli'';;;;;;;;;
'Piotr Zielinski';'POL';'MF';'Napoli';28;1994;10;8;619;6.9;4;2;6;1;0;3.9;2.1;;''Piotr Zielinski'';''POL'';''MF'';''Napoli'';;;;;;;;;
'Hakim Ziyech';'MAR';'FW,MF';'Chelsea';29;1993;4;1;148;1.6;0;0;0;1;0;0.6;0.4;;''Hakim Ziyech'';''MAR'';''FW,MF'';''Chelsea'';;;;;;;;;
'Oleksandr Zubkov';'UKR';'FW,MF';'Shakhtar';25;1996;5;5;365;4.1;2;0;2;1;0;1;0.1;;''Oleksandr Zubkov'';''UKR'';''FW,MF'';''Shakhtar'';;;;;;;;;
'Neven Durasek';'CRO';'MF';'Shakhtar';23;1998;5;0;91;1;0;0;0;1;0;0;0;;''Neven Durasek'';''CRO'';''MF'';''Shakhtar'';;;;;;;;;
