'Player';'Nationality';'Pos';'Club';'Age';'Born';'MP';'Starts';'Min';'90s';'Goals';'Assists';'G+A';'CrdYellow';'CrdRed';'xG';'xAG';;''Age'';''Born'';''MP'';''Starts'';''Min'';''90s'';''Goals'';''Assists'';''G+A'';''CrdYellow'';''CrdRed'';''xG'';''xAG''
'Valentin Rongier';'FRA';'MF';'Marseille';27;1994;6;5;471;5.2;0;0;0;0;0;0.4;0.1;;''Valentin Rongier'';''FRA'';''MF'';''Marseille'';;;;;;;;;
'Tom Rothe';'GER';'DF';'Dortmund';17;2004;3;1;61;0.7;0;0;0;0;0;0;0;;''Tom Rothe'';''GER'';''DF'';''Dortmund'';;;;;;;;;
'Amir Rrahmani';'KVX';'DF';'Napoli';28;1994;7;7;613;6.8;0;0;0;2;0;0.2;0;;''Amir Rrahmani'';''KVX'';''DF'';''Napoli'';;;;;;;;;
'Antonio Rudiger';'GER';'DF';'Real Madrid';29;1993;10;6;678;7.5;1;0;1;0;0;0.3;0.4;;''Antonio Rudiger'';''GER'';''DF'';''Real Madrid'';;;;;;;;;
'Daniele Rugani';'ITA';'DF';'Juventus';28;1994;1;1;90;1;0;0;0;0;0;0.1;0;;''Daniele Rugani'';''ITA'';''DF'';''Juventus'';;;;;;;;;
'Mario Rui';'POR';'DF';'Napoli';31;1991;6;5;386;4.3;0;1;1;1;0;0.4;0.4;;''Mario Rui'';''POR'';''DF'';''Napoli'';;;;;;;;;
'Fabian Ruiz ';'ESP';'MF';'Paris S-G';26;1996;7;3;238;2.6;0;0;0;1;0;0.3;0.2;;''Fabian Ruiz '';''ESP'';''MF'';''Paris S-G'';;;;;;;;;
'Nikita Rukavytsya';'AUS';'FW,MF';'Maccabi Haifa';35;1987;6;0;47;0.5;0;0;0;0;0;0.1;0;;''Nikita Rukavytsya'';''AUS'';''FW,MF'';''Maccabi Haifa'';;;;;;;;;
'Mathew Ryan';'AUS';'GK';'FC Copenhagen';30;1992;2;2;180;2;0;0;0;0;0;0;0;;''Mathew Ryan'';''AUS'';''GK'';''FC Copenhagen'';;;;;;;;;
'Julian Ryerson';'NOR';'DF';'Dortmund';24;1997;1;0;18;0.2;0;0;0;1;0;0;0;;''Julian Ryerson'';''NOR'';''DF'';''Dortmund'';;;;;;;;;
'Marcel Sabitzer';'AUT';'MF';'Bayern Munich';28;1994;6;3;280;3.1;0;0;0;3;0;0.6;0.1;;''Marcel Sabitzer'';''AUT'';''MF'';''Bayern Munich'';;;;;;;;;
'Alexis Saelemaekers';'BEL';'FW,DF';'Milan';23;1999;8;4;371;4.1;2;0;2;1;0;0.5;0.3;;''Alexis Saelemaekers'';''BEL'';''FW,DF'';''Milan'';;;;;;;;;
'Fashion Sakala';'ZAM';'FW,MF';'Rangers';25;1997;4;2;235;2.6;0;0;0;0;0;0.5;0.1;;''Fashion Sakala'';''ZAM'';''FW,MF'';''Rangers'';;;;;;;;;
'Mohamed Salah';'EGY';'FW';'Liverpool';30;1992;8;7;624;6.9;8;2;10;0;0;4;2.5;;''Mohamed Salah'';''EGY'';''FW'';''Liverpool'';;;;;;;;;
'Renato Sanches';'POR';'MF';'Paris S-G';24;1997;3;1;141;1.6;0;0;0;0;0;0;0;;''Renato Sanches'';''POR'';''MF'';''Paris S-G'';;;;;;;;;
'Alexis Sanchez';'CHI';'FW';'Marseille';33;1988;5;5;418;4.6;2;1;3;0;0;2.8;0.8;;''Alexis Sanchez'';''CHI'';''FW'';''Marseille'';;;;;;;;;
'Davinson Sanchez';'COL';'DF';'Tottenham';26;1996;2;0;21;0.2;0;0;0;0;0;0;0;;''Davinson Sanchez'';''COL'';''DF'';''Tottenham'';;;;;;;;;
'Cisse Sandra';'BEL';'FW';'Club Brugge';18;2003;1;0;8;0.1;0;0;0;0;0;0;0;;''Cisse Sandra'';''BEL'';''FW'';''Club Brugge'';;;;;;;;;
'Alex Sandro';'BRA';'DF';'Juventus';31;1991;4;2;239;2.7;0;0;0;1;0;0;0;;''Alex Sandro'';''BRA'';''DF'';''Juventus'';;;;;;;;;
'James Sands';'USA';'DF,MF';'Rangers';22;2000;4;4;324;3.6;0;0;0;2;1;0;0;;''James Sands'';''USA'';''DF,MF'';''Rangers'';;;;;;;;;
'Leroy Sane';'GER';'FW,MF';'Bayern Munich';26;1996;8;7;552;6.1;4;1;5;0;0;2.5;1.9;;''Leroy Sane'';''GER'';''FW,MF'';''Bayern Munich'';;;;;;;;;
'Nuno Santos';'POR';'DF,MF';'Sporting CP';27;1995;6;5;295;3.3;1;0;1;1;0;0.3;0.3;;''Nuno Santos'';''POR'';''DF,MF'';''Sporting CP'';;;;;;;;;
'Zaidu Sanusi';'NGA';'DF';'Porto';25;1997;8;7;585;6.5;1;0;1;0;0;0.3;0;;''Zaidu Sanusi'';''NGA'';''DF'';''Porto'';;;;;;;;;
'Alvaro Sanz';'ESP';'MF';'Barcelona';21;2001;1;0;14;0.2;0;0;0;0;0;0;0;;''Alvaro Sanz'';''ESP'';''MF'';''Barcelona'';;;;;;;;;
'Pablo Sarabia';'ESP';'MF';'Paris S-G';30;1992;3;1;91;1;0;0;0;1;0;0.1;0.1;;''Pablo Sarabia'';''ESP'';''MF'';''Paris S-G'';;;;;;;;;
'Stefan Savic';'MNE';'DF';'Atletico Madrid';31;1991;3;3;270;3;0;0;0;3;0;0;0.1;;''Stefan Savic'';''MNE'';''DF'';''Atletico Madrid'';;;;;;;;;
'Patrik Schick';'CZE';'FW';'Leverkusen';26;1996;5;5;446;5;0;0;0;0;0;2.5;0.1;;''Patrik Schick'';''CZE'';''FW'';''Leverkusen'';;;;;;;;;
'Andreas Schjelderup';'NOR';'FW';'Benfica';18;2004;1;0;2;0;0;0;0;0;0;0;0;;''Andreas Schjelderup'';''NOR'';''FW'';''Benfica'';;;;;;;;;
'Xaver Schlager';'AUT';'MF';'RB Leipzig';24;1997;7;7;583;6.5;0;0;0;1;0;0.1;0.1;;''Xaver Schlager'';''AUT'';''MF'';''RB Leipzig'';;;;;;;;;
'Nico Schlotterbeck';'GER';'DF';'Dortmund';22;1999;8;6;561;6.2;0;0;0;0;0;0;0.2;;''Nico Schlotterbeck'';''GER'';''DF'';''Dortmund'';;;;;;;;;
'Abdoulaye Seck';'SEN';'DF';'Maccabi Haifa';30;1992;6;4;397;4.4;2;0;2;2;0;0.4;0;;''Abdoulaye Seck'';''SEN'';''DF'';''Maccabi Haifa'';;;;;;;;;
'Nicolas Seiwald';'AUT';'MF';'RB Salzburg';21;2001;6;6;540;6;1;0;1;0;0;0.4;0.6;;''Nicolas Seiwald'';''AUT'';''MF'';''RB Salzburg'';;;;;;;;;
'Benjamin Sesko';'SVN';'FW';'RB Salzburg';19;2003;6;3;330;3.7;0;0;0;0;0;1.2;0.1;;''Benjamin Sesko'';''SVN'';''FW'';''RB Salzburg'';;;;;;;;;
'Ryan Sessegnon';'ENG';'MF,DF';'Tottenham';22;2000;3;2;155;1.7;0;0;0;1;0;0.2;0.3;;''Ryan Sessegnon'';''ENG'';''MF,DF'';''Tottenham'';;;;;;;;;
'Maryan Shved';'UKR';'MF';'Shakhtar';25;1997;3;3;187;2.1;2;0;2;0;0;0.4;0;;''Maryan Shved'';''UKR'';''MF'';''Shakhtar'';;;;;;;;;
'Danylo Sikan';'UKR';'FW';'Shakhtar';21;2001;4;0;104;1.2;0;1;1;1;0;0.2;0.1;;''Danylo Sikan'';''UKR'';''FW'';''Shakhtar'';;;;;;;;;
'Andre Silva';'POR';'FW';'RB Leipzig';26;1995;8;6;533;5.9;3;3;6;0;0;2.1;0.6;;''Andre Silva'';''POR'';''FW'';''RB Leipzig'';;;;;;;;;
'Antonio Silva';'POR';'DF';'Benfica';18;2003;10;10;894;9.9;2;0;2;1;0;0.7;0.1;;''Antonio Silva'';''POR'';''DF'';''Benfica'';;;;;;;;;
'Bernardo Silva';'POR';'FW,MF';'Manchester City';27;1994;13;9;911;10.1;3;1;4;2;0;1.1;1.4;;''Bernardo Silva'';''POR'';''FW,MF'';''Manchester City'';;;;;;;;;
'Rafa Silva';'POR';'MF';'Benfica';29;1993;10;10;819;9.1;5;2;7;1;0;4.3;1.1;;''Rafa Silva'';''POR'';''MF'';''Benfica'';;;;;;;;;
'Thiago Silva';'BRA';'DF';'Chelsea';37;1984;8;7;640;7.1;0;0;0;2;0;0.7;0;;''Thiago Silva'';''BRA'';''DF'';''Chelsea'';;;;;;;;;
'Mohamed Simakan';'FRA';'DF';'RB Leipzig';22;2000;7;6;511;5.7;1;3;4;1;0;0.4;1.8;;''Mohamed Simakan'';''FRA'';''DF'';''RB Leipzig'';;;;;;;;;
'Giovanni Simeone';'ARG';'FW';'Napoli';27;1995;7;2;263;2.9;4;0;4;0;0;2.8;0.5;;''Giovanni Simeone'';''ARG'';''FW'';''Napoli'';;;;;;;;;
'Roko Simic';'CRO';'FW';'RB Salzburg';18;2003;2;0;18;0.2;0;0;0;0;0;0;0;;''Roko Simic'';''CRO'';''FW'';''RB Salzburg'';;;;;;;;;
'Oliver Skipp';'ENG';'MF';'Tottenham';21;2000;4;2;211;2.3;0;0;0;1;0;0;0.1;;''Oliver Skipp'';''ENG'';''MF'';''Tottenham'';;;;;;;;;
'Leo Skiri Ostigard';'NOR';'DF';'Napoli';22;1999;3;2;197;2.2;1;0;1;0;0;0.1;0;;''Leo Skiri Ostigard'';''NOR'';''DF'';''Napoli'';;;;;;;;;
'Andreas Skov Olsen';'DEN';'FW,MF';'Club Brugge';22;1999;5;4;295;3.3;1;1;2;0;0;0.1;0.7;;''Andreas Skov Olsen'';''DEN'';''FW,MF'';''Club Brugge'';;;;;;;;;
'Milan Skriniar';'SVK';'DF';'Inter';27;1995;8;6;536;6;0;0;0;0;0;0.1;0.3;;''Milan Skriniar'';''SVK'';''DF'';''Inter'';;;;;;;;;
'Hrvoje Smolcic';'CRO';'DF';'Eint Frankfurt';21;2000;3;1;122;1.4;0;0;0;2;0;0;0;;''Hrvoje Smolcic'';''CRO'';''DF'';''Eint Frankfurt'';;;;;;;;;
'Eduard Sobol';'UKR';'FW,DF';'Club Brugge';27;1995;4;1;109;1.2;0;0;0;1;0;0.1;0;;''Eduard Sobol'';''UKR'';''FW,DF'';''Club Brugge'';;;;;;;;;
'Carlos Soler';'ESP';'MF';'Paris S-G';25;1997;6;2;155;1.7;1;0;1;0;0;0.3;0.2;;''Carlos Soler'';''ESP'';''MF'';''Paris S-G'';;;;;;;;;
'Oumar Solet';'FRA';'DF';'RB Salzburg';22;2000;4;4;266;3;0;0;0;0;0;0.1;0.1;;''Oumar Solet'';''FRA'';''DF'';''RB Salzburg'';;;;;;;;;
'Yann Sommer';'SUI';'GK';'Bayern Munich';33;1988;4;4;360;4;0;0;0;0;0;0;0;;''Yann Sommer'';''SUI'';''GK'';''Bayern Munich'';;;;;;;;;
'Matias Soule';'ARG';'MF,FW';'Juventus';19;2003;3;0;44;0.5;0;0;0;0;0;0.4;0.1;;''Matias Soule'';''ARG'';''MF,FW'';''Juventus'';;;;;;;;;
'Djibril Sow';'SUI';'MF';'Eint Frankfurt';25;1997;8;8;720;8;0;0;0;1;0;0.1;0.6;;''Djibril Sow'';''SUI'';''MF'';''Eint Frankfurt'';;;;;;;;;
'Kamal Sowah';'GHA';'FW,MF';'Club Brugge';22;2000;7;7;591;6.6;2;0;2;4;1;2.1;0.3;;''Kamal Sowah'';''GHA'';''FW,MF'';''Club Brugge'';;;;;;;;;
'Dario Spikic';'CRO';'FW,DF';'Dinamo Zagreb';23;1999;6;1;167;1.9;0;0;0;0;0;0.2;0.3;;''Dario Spikic'';''CRO'';''FW,DF'';''Dinamo Zagreb'';;;;;;;;;
'Jorne Spileers';'BEL';'DF';'Club Brugge';17;2005;1;0;2;0;0;0;0;0;0;0;0;;''Jorne Spileers'';''BEL'';''DF'';''Club Brugge'';;;;;;;;;
'Jerry St. Juste';'NED';'DF';'Sporting CP';25;1996;4;3;189;2.1;0;0;0;1;0;0;0.1;;''Jerry St. Juste'';''NED'';''DF'';''Sporting CP'';;;;;;;;;
'Marko Stamenic';'NZL';'MF';'FC Copenhagen';20;2002;3;3;269;3;0;0;0;3;0;0.1;0;;''Marko Stamenic'';''NZL'';''MF'';''FC Copenhagen'';;;;;;;;;
'Jindrich Stanek';'CZE';'GK';'Viktoria PlzeÅˆ';26;1996;5;5;450;5;0;0;0;0;0;0;0;;''Jindrich Stanek'';''CZE'';''GK'';''Viktoria PlzeÅˆ'';;;;;;;;;
'Josip Stanicic';'CRO';'DF';'Bayern Munich';22;2000;8;3;349;3.9;0;0;0;2;0;0;0.1;;''Josip Stanicic'';''CRO'';''DF'';''Bayern Munich'';;;;;;;;;
'Carl Starfelt';'SWE';'DF';'Celtic';27;1995;1;1;90;1;0;0;0;0;0;0;0;;''Carl Starfelt'';''SWE'';''DF'';''Celtic'';;;;;;;;;
'Orri Steinn Oskarsson';'ISL';'MF,FW';'FC Copenhagen';17;2004;2;0;22;0.2;0;0;0;0;0;0;0;;''Orri Steinn Oskarsson'';''ISL'';''MF,FW'';''FC Copenhagen'';;;;;;;;;
'Taras Stepanenko';'UKR';'MF';'Shakhtar';32;1989;6;6;532;5.9;0;0;0;1;0;0;0.1;;''Taras Stepanenko'';''UKR'';''MF'';''Shakhtar'';;;;;;;;;
'Raheem Sterling';'ENG';'FW,MF';'Chelsea';27;1994;9;8;630;7;3;1;4;1;0;1.2;0.6;;''Raheem Sterling'';''ENG'';''FW,MF'';''Chelsea'';;;;;;;;;
'John Stones';'ENG';'MF,DF';'Manchester City';28;1994;8;8;684;7.6;1;1;2;0;0;0.1;0.8;;''John Stones'';''ENG'';''MF,DF'';''Manchester City'';;;;;;;;;
'Luka Sucic';'CRO';'MF';'RB Salzburg';19;2002;5;5;398;4.4;0;0;0;2;0;1.1;0.6;;''Luka Sucic'';''CRO'';''MF'';''RB Salzburg'';;;;;;;;;
'Heorhii Sudakov';'UKR';'MF';'Shakhtar';19;2002;6;6;480;5.3;0;2;2;0;0;0.1;0.8;;''Heorhii Sudakov'';''UKR'';''MF'';''Shakhtar'';;;;;;;;;
'Niklas Sule';'GER';'DF';'Dortmund';26;1995;8;7;675;7.5;0;0;0;2;0;0.1;0.1;;''Niklas Sule'';''GER'';''DF'';''Dortmund'';;;;;;;;;
'Daniel Sundgren';'SWE';'DF';'Maccabi Haifa';31;1990;4;4;324;3.6;0;0;0;0;0;0;0;;''Daniel Sundgren'';''SWE'';''DF'';''Maccabi Haifa'';;;;;;;;;
'Suso';'ESP';'FW,MF';'Sevilla';28;1993;6;3;237;2.6;0;0;0;0;0;0.3;0.2;;''Suso'';''ESP'';''FW,MF'';''Sevilla'';;;;;;;;;
'Josip Sutalo';'CRO';'DF';'Dinamo Zagreb';22;2000;6;6;540;6;0;0;0;0;0;0.1;0;;''Josip Sutalo'';''CRO'';''DF'';''Dinamo Zagreb'';;;;;;;;;
'Jan Sykora';'CZE';'FW,DF';'Viktoria Plzen';28;1993;2;2;148;1.6;1;0;1;1;0;0.5;0;;''Jan Sykora'';''CZE'';''FW,DF'';''Viktoria Plzen'';;;;;;;;;
'Abakar Sylla';'CIV';'DF';'Club Brugge';19;2002;6;6;492;5.5;1;0;1;4;0;0.1;0;;''Abakar Sylla'';''CIV'';''DF'';''Club Brugge'';;;;;;;;;
'Wojciech Szczesny';'POL';'GK';'Juventus';32;1990;4;4;360;4;0;0;0;0;0;0;0;;''Wojciech Szczesny'';''POL'';''GK'';''Juventus'';;;;;;;;;
'Dominik Szoboszlai';'HUN';'FW';'RB Leipzig';21;2000;8;8;653;7.3;1;2;3;0;0;2.2;1.6;;''Dominik Szoboszlai'';''HUN'';''FW'';''RB Leipzig'';;;;;;;;;
'Christian Sorensen';'DEN';'DF,MF';'FC Copenhagen';29;1992;5;1;102;1.1;0;0;0;1;0;0;0.3;;''Christian Sorensen'';''DEN'';''DF,MF'';''FC Copenhagen'';;;;;;;;;
'Dusan Tadic';'SRB';'FW';'Ajax';33;1988;5;5;432;4.8;0;1;1;2;1;0.4;1.6;;''Dusan Tadic'';''SRB'';''FW'';''Ajax'';;;;;;;;;
'Jonathan Tah';'GER';'DF';'Leverkusen';26;1996;6;5;481;5.3;0;0;0;1;0;0.1;0.2;;''Jonathan Tah'';''GER'';''DF'';''Leverkusen'';;;;;;;;;
'Japhet Tanganga';'ENG';'DF';'Tottenham';23;1999;1;0;18;0.2;0;0;0;0;0;0.1;0;;''Japhet Tanganga'';''ENG'';''DF'';''Tottenham'';;;;;;;;;
'Edmond Tapsoba';'BFA';'DF';'Leverkusen';23;1999;5;4;349;3.9;0;0;0;0;0;0.1;0.3;;''Edmond Tapsoba'';''BFA'';''DF'';''Leverkusen'';;;;;;;;;
'Mehdi Taremi';'IRN';'FW';'Porto';30;1992;7;7;611;6.8;5;2;7;2;1;6;3.3;;''Mehdi Taremi'';''IRN'';''FW'';''Porto'';;;;;;;;;
'Ciprian Tatarusanu';'ROU';'GK';'Milan';36;1986;5;5;450;5;0;0;0;0;0;0;0;;''Ciprian Tatarusanu'';''ROU'';''GK'';''Milan'';;;;;;;;;
'Nuno Tavares';'POR';'DF';'Marseille';22;2000;6;6;540;6;0;0;0;1;0;0.4;0.2;;''Nuno Tavares'';''POR'';''DF'';''Marseille'';;;;;;;;;
'James Tavernier';'ENG';'DF';'Rangers';30;1991;6;6;486;5.4;1;0;1;1;0;1.1;1;;''James Tavernier'';''ENG'';''DF'';''Rangers'';;;;;;;;;
'Greg Taylor';'SCO';'DF';'Celtic';24;1997;6;6;540;6;0;0;0;0;0;0.2;0.7;;''Greg Taylor'';''SCO'';''DF'';''Celtic'';;;;;;;;;
'Kenneth Taylor';'NED';'MF';'Ajax';20;2002;6;5;417;4.6;0;1;1;2;0;0.5;1.4;;''Kenneth Taylor'';''NED'';''MF'';''Ajax'';;;;;;;;;
'Lucas Taylor';'BRA';'DF';'Shakhtar';27;1995;5;3;312;3.5;0;0;0;1;0;0;0;;''Lucas Taylor'';''BRA'';''DF'';''Shakhtar'';;;;;;;;;
'Mavis Tchibota';'CGO';'FW';'Maccabi Haifa';26;1996;4;1;93;1;0;0;0;1;0;0.1;0;;''Mavis Tchibota'';''CGO'';''FW'';''Maccabi Haifa'';;;;;;;;;
'Aurelien Tchouameni';'FRA';'MF';'Real Madrid';22;2000;10;5;432;4.8;0;0;0;0;0;0.4;0;;''Aurelien Tchouameni'';''FRA'';''MF'';''Real Madrid'';;;;;;;;;
'Mathys Tel';'FRA';'FW';'Bayern Munich';17;2005;5;0;145;1.6;0;0;0;0;0;0.6;0.1;;''Mathys Tel'';''FRA'';''FW'';''Bayern Munich'';;;;;;;;;
'Alex Telles';'BRA';'DF,FW';'Sevilla';29;1992;6;4;391;4.3;0;1;1;0;0;0.2;0.3;;''Alex Telles'';''BRA'';''DF,FW'';''Sevilla'';;;;;;;;;
'Marc-Andre ter Stegen';'GER';'GK';'Barcelona';30;1992;5;5;450;5;0;0;0;0;0;0;0;;''Marc-Andre ter Stegen'';''GER'';''GK'';''Barcelona'';;;;;;;;;
'Kevin Theophile-Catherine';'FRA';'DF';'Dinamo Zagreb';32;1989;1;1;75;0.8;0;0;0;0;0;0;0;;''Kevin Theophile-Catherine'';''FRA'';''DF'';''Dinamo Zagreb'';;;;;;;;;
'Malick Thiaw';'GER';'DF';'Milan';20;2001;4;3;275;3.1;0;0;0;2;0;0.8;0.1;;''Malick Thiaw'';''GER'';''DF'';''Milan'';;;;;;;;;
'Mohamed Tijani';'BEN';'DF';'Viktoria Plzen';25;1997;3;2;168;1.9;0;0;0;0;0;0;0.1;;''Mohamed Tijani'';''BEN'';''DF'';''Viktoria Plzen'';;;;;;;;;
'Malik Tillman';'USA';'MF';'Rangers';20;2002;5;4;244;2.7;0;0;0;0;0;0.1;0;;''Malik Tillman'';''USA'';''MF'';''Rangers'';;;;;;;;;
'Jurrien Timber';'NED';'DF';'Ajax';21;2001;6;6;529;5.9;0;0;0;2;0;0.4;0;;''Jurrien Timber'';''NED'';''DF'';''Ajax'';;;;;;;;;
'Fikayo Tomori';'ENG';'DF';'Milan';24;1997;10;10;827;9.2;0;0;0;4;1;0.1;0.4;;''Fikayo Tomori'';''ENG'';''DF'';''Milan'';;;;;;;;;
'Sandro Tonali';'ITA';'MF';'Milan';22;2000;12;12;1 051;11.7;0;2;2;3;0;0.6;2.9;;''Sandro Tonali'';''ITA'';''MF'';''Milan'';;;;;;;;;
'Pablo Torre';'ESP';'MF,FW';'Barcelona';19;2003;3;1;95;1.1;1;0;1;1;0;0.4;0;;''Pablo Torre'';''ESP'';''MF,FW'';''Barcelona'';;;;;;;;;
'Ferran Torres';'ESP';'FW,MF';'Barcelona';22;2000;5;1;188;2.1;3;1;4;1;0;1.3;0.3;;''Ferran Torres'';''ESP'';''FW,MF'';''Barcelona'';;;;;;;;;
'Andriy Totovytskyi';'UKR';'MF';'Shakhtar';29;1993;1;0;17;0.2;0;0;0;0;0;0.1;0;;''Andriy Totovytskyi'';''UKR'';''MF'';''Shakhtar'';;;;;;;;;
'Kevin Trapp';'GER';'GK';'Eint Frankfurt';32;1990;8;8;720;8;0;0;0;0;0;0;0;;''Kevin Trapp'';''GER'';''GK'';''Eint Frankfurt'';;;;;;;;;
'Francisco Trincao';'POR';'MF,FW';'Sporting CP';22;1999;6;5;386;4.3;2;0;2;0;0;0.5;0.4;;''Francisco Trincao'';''POR'';''MF,FW'';''Sporting CP'';;;;;;;;;
'Anatolii Trubin';'UKR';'GK';'Shakhtar';20;2001;6;6;540;6;0;0;0;1;0;0;0;;''Anatolii Trubin'';''UKR'';''GK'';''Shakhtar'';;;;;;;;;
'Kostas Tsimikas';'GRE';'DF';'Liverpool';26;1996;6;4;342;3.8;0;2;2;1;0;0.1;1;;''Kostas Tsimikas'';''GRE'';''DF'';''Liverpool'';;;;;;;;;
'David Turnbull';'SCO';'MF';'Celtic';23;1999;5;0;103;1.1;0;0;0;0;0;0.1;0;;''David Turnbull'';''SCO'';''MF'';''Celtic'';;;;;;;;;
'Tuta';'BRA';'DF';'Eint Frankfurt';23;1999;7;7;599;6.7;0;0;0;2;1;0.1;0;;''Tuta'';''BRA'';''DF'';''Eint Frankfurt'';;;;;;;;;
'Marian Tvrdon';'SVK';'GK';'Viktoria Plzen';27;1994;1;1;90;1;0;0;0;0;0;0;0;;''Marian Tvrdon'';''SVK'';''GK'';''Viktoria Plzen'';;;;;;;;;
'Manuel Ugarte Ribeiro';'URU';'MF';'Sporting CP';21;2001;6;6;467;5.2;0;0;0;2;0;0;0;;''Manuel Ugarte Ribeiro'';''URU'';''MF'';''Sporting CP'';;;;;;;;;
'Andreas Ulmer';'AUT';'DF';'RB Salzburg';36;1985;6;4;375;4.2;0;0;0;1;0;0.2;0.2;;''Andreas Ulmer'';''AUT'';''DF'';''RB Salzburg'';;;;;;;;;
'Sven Ulreich';'GER';'GK';'Bayern Munich';33;1988;3;3;270;3;0;0;0;0;0;0;0;;''Sven Ulreich'';''GER'';''GK'';''Bayern Munich'';;;;;;;;;
'Cengiz Ãœnder';'TUR';'MF';'Marseille';25;1997;6;1;173;1.9;0;0;0;1;0;0.5;1;;''Cengiz Ãœnder'';''TUR'';''MF'';''Marseille'';;;;;;;;;
'Dayot Upamecano';'FRA';'DF';'Bayern Munich';23;1998;10;9;713;7.9;0;0;0;2;0;0;0.1;;''Dayot Upamecano'';''FRA'';''DF'';''Bayern Munich'';;;;;;;;;
'Mateus Uribe';'COL';'MF';'Porto';31;1991;7;7;610;6.8;1;0;1;3;0;1.4;0.5;;''Mateus Uribe'';''COL'';''MF'';''Porto'';;;;;;;;;
'Enrique Valiente';'ESP';'DF';'Sevilla';20;2002;2;2;180;2;0;0;0;1;0;0;0.3;;''Enrique Valiente'';''ESP'';''DF'';''Sevilla'';;;;;;;;;
'Jesus Vallejo';'ESP';'DF';'Real Madrid';25;1997;1;0;18;0.2;0;0;0;0;0;0;0;;''Jesus Vallejo'';''ESP'';''DF'';''Real Madrid'';;;;;;;;;
'Federico Valverde';'URU';'MF,FW';'Real Madrid';24;1998;11;11;967;10.7;2;3;5;0;0;1.7;2.9;;''Federico Valverde'';''URU'';''MF,FW'';''Real Madrid'';;;;;;;;;
'Virgil van Dijk';'NED';'DF';'Liverpool';31;1991;8;8;720;8;0;1;1;1;0;1;0.1;;''Virgil van Dijk'';''NED'';''DF'';''Liverpool'';;;;;;;;;
'Hans Vanaken';'BEL';'MF';'Club Brugge';29;1992;8;8;703;7.8;0;0;0;1;0;0.3;0.8;;''Hans Vanaken'';''BEL'';''MF'';''Club Brugge'';;;;;;;;;
'Denis Vavro';'SVK';'DF';'FC Copenhagen';26;1996;4;4;360;4;0;0;0;1;0;0.2;0;;''Denis Vavro'';''SVK'';''DF'';''FC Copenhagen'';;;;;;;;;
'Lucas Vazquez';'ESP';'DF';'Real Madrid';31;1991;5;2;202;2.2;0;1;1;1;0;0;0.7;;''Lucas Vazquez'';''ESP'';''DF'';''Real Madrid'';;;;;;;;;
'Jordan Veretout';'FRA';'MF';'Marseille';29;1993;6;6;485;5.4;0;1;1;2;0;0.1;0.5;;''Jordan Veretout'';''FRA'';''MF'';''Marseille'';;;;;;;;;
'Lucas VerÃ­ssimo';'BRA';'DF';'Benfica';27;1995;2;0;6;0.1;0;0;0;0;0;0;0;;''Lucas VerÃ­ssimo'';''BRA'';''DF'';''Benfica'';;;;;;;;;
'Gabriel Veron';'BRA';'MF,FW';'Porto';19;2002;3;0;47;0.5;0;0;0;0;0;0;0;;''Gabriel Veron'';''BRA'';''MF,FW'';''Porto'';;;;;;;;;
'Marco Verratti';'ITA';'MF';'Paris S-G';29;1992;7;7;623;6.9;0;1;1;4;0;0.1;0.4;;''Marco Verratti'';''ITA'';''MF'';''Paris S-G'';;;;;;;;;
'Vitinha';'POR';'MF';'Paris S-G';22;2000;8;7;584;6.5;0;0;0;0;0;0.6;0.2;;''Vitinha'';''POR'';''MF'';''Paris S-G'';;;;;;;;;
'Odisseas Vlachodimos';'GRE';'GK';'Benfica';28;1994;10;10;900;10;0;0;0;0;0;0;0;;''Odisseas Vlachodimos'';''GRE'';''GK'';''Benfica'';;;;;;;;;
'Dusan Vlahovic';'SRB';'FW';'Juventus';22;2000;5;5;411;4.6;1;1;2;0;0;2.6;0.9;;''Dusan Vlahovic'';''SRB'';''FW'';''Juventus'';;;;;;;;;
'Adam Vlkanova';'CZE';'MF';'Viktoria Plzen';27;1994;6;6;458;5.1;1;1;2;0;0;0.4;0.6;;''Adam Vlkanova'';''CZE'';''MF'';''Viktoria Plzen'';;;;;;;;;
'Stefan de Vrij';'NED';'DF';'Inter';30;1992;7;3;299;3.3;0;0;0;1;0;0;0;;''Stefan de Vrij'';''NED'';''DF'';''Inter'';;;;;;;;;
'Kyle Walker';'ENG';'DF,FW';'Manchester City';32;1990;5;3;282;3.1;0;0;0;0;0;0;0.1;;''Kyle Walker'';''ENG'';''DF,FW'';''Manchester City'';;;;;;;;;
'Paul Wanner';'GER';'DF,FW';'Bayern Munich';16;2005;2;0;36;0.4;0;0;0;0;0;0.1;0.3;;''Paul Wanner'';''GER'';''DF,FW'';''Bayern Munich'';;;;;;;;;
'Stephen Welsh';'SCO';'DF';'Celtic';22;2000;1;1;90;1;0;0;0;0;0;0;0;;''Stephen Welsh'';''SCO'';''DF'';''Celtic'';;;;;;;;;
'Wendell';'BRA';'DF';'Porto';29;1993;6;1;143;1.6;0;0;0;0;0;0.1;0.5;;''Wendell'';''BRA'';''DF'';''Porto'';;;;;;;;;
'Timo Werner';'GER';'FW';'RB Leipzig';26;1996;8;7;500;5.6;2;2;4;1;0;2.4;0.7;;''Timo Werner'';''GER'';''FW'';''RB Leipzig'';;;;;;;;;
